19demarzo/19demarzo_0000.wav|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|5.88
batalla_arapiles/batalla_arapiles_2380.wav|Mientras Ines y miss Fly desaparecieron por una puerta excusada|Mientras Ines y miss Fly desaparecieron por una puerta excusada|3.56
batalla_arapiles/batalla_arapiles_2381.wav|dejeme conducir por mi antiguo amigo el cual me llevo a la habitacion donde por la manana le habia visto y en la cual estaban aquella noche y en aquella ocasion|dejeme conducir por mi antiguo amigo el cual me llevo a la habitacion donde por la manana le habia visto y en la cual estaban aquella noche y en aquella ocasion|8.23
batalla_arapiles/batalla_arapiles_2382.wav|cinco hombres sentados alrededor de la ancha mesa. Vi sobre esta libros botellas y papeles en desorden|cinco hombres sentados alrededor de la ancha mesa. Vi sobre esta libros botellas y papeles en desorden|7.77
batalla_arapiles/batalla_arapiles_2383.wav|y bien podia decirse que las tres clases de objetos ocupaban igualmente a todos.|y bien podia decirse que las tres clases de objetos ocupaban igualmente a todos.|5.07
batalla_arapiles/batalla_arapiles_2384.wav|Leian escribian y echaban buenos tragos sin dejar de charlar y reir.|Leian escribian y echaban buenos tragos sin dejar de charlar y reir.|6.1
batalla_arapiles/batalla_arapiles_2385.wav|Observe ademas que en la estancia habia armas de todas clases.|Observe ademas que en la estancia habia armas de todas clases.|5.3
batalla_arapiles/batalla_arapiles_2386.wav|-Otra vez te atruenan la casa a aldabonazos papa Santorcaz -dijo al vernos entrar el mas joven animado y vivaracho de los presentes.|-Otra vez te atruenan la casa a aldabonazos papa Santorcaz -dijo al vernos entrar el mas joven animado y vivaracho de los presentes.|8.04
batalla_arapiles/batalla_arapiles_2387.wav|-Es la ronda -respondio el mason-. A ver donde escondemos a este joven. Monsalud ¿sabes quien manda la ronda esta noche?|-Es la ronda -respondio el mason-. A ver donde escondemos a este joven. Monsalud ¿sabes quien manda la ronda esta noche?|8.32
batalla_arapiles/batalla_arapiles_2388.wav|-Cerizy -contesto el interpelado que era un joven alto flaco y moreno bastante parecido a una arana. -Entonces no hay cuidado -me dijo-.|-Cerizy -contesto el interpelado que era un joven alto flaco y moreno bastante parecido a una arana. -Entonces no hay cuidado -me dijo-.|9.09
batalla_arapiles/batalla_arapiles_2389.wav|Puedes entrar en esta habitacion y esconderte alli por si acaso quiere subir a beber una copa.|Puedes entrar en esta habitacion y esconderte alli por si acaso quiere subir a beber una copa.|6.6
batalla_arapiles/batalla_arapiles_2390.wav|Escondido mas no encerrado en la habitacion que me designara permaneci algun tiempo el necesario para que Santorcaz bajase a la puerta y por breves momentos conferenciase con los de la ronda|Escondido mas no encerrado en la habitacion que me designara permaneci algun tiempo el necesario para que Santorcaz bajase a la puerta y por breves momentos conferenciase con los de la ronda|10.92
batalla_arapiles/batalla_arapiles_2391.wav|y para que el jefe de esta subiese a honrar las botellas que galantemente le ofrecian. -Senores -exclamo el oficial frances entrando con Santorcaz-|y para que el jefe de esta subiese a honrar las botellas que galantemente le ofrecian. -Senores -exclamo el oficial frances entrando con Santorcaz-|9.42
batalla_arapiles/batalla_arapiles_2392.wav|buenas noches... ¿Se trabaja? Buena vida es esta.|buenas noches... ¿Se trabaja? Buena vida es esta.|4.26
batalla_arapiles/batalla_arapiles_2393.wav|-Cerizy -replico el llamado Monsalud llenando una copa- a la salud de Francia y Espana reunidas.|-Cerizy -replico el llamado Monsalud llenando una copa- a la salud de Francia y Espana reunidas.|6.6
batalla_arapiles/batalla_arapiles_2394.wav|-A la salud del gran imperio galo-hispano -dijo Cerizy alzando la copa-. A la salud de los buenos espanoles. -¿Que noticias amigo Cerizy?|-A la salud del gran imperio galo-hispano -dijo Cerizy alzando la copa-. A la salud de los buenos espanoles. -¿Que noticias amigo Cerizy?|9.45
batalla_arapiles/batalla_arapiles_2395.wav|-pregunto otro de los presentes viejo cenudo y feo. -Que el lord esta cerca... pero nos defenderemos bien. ¿Han visto ustedes las fortificaciones?...|-pregunto otro de los presentes viejo cenudo y feo. -Que el lord esta cerca... pero nos defenderemos bien. ¿Han visto ustedes las fortificaciones?...|9.88
batalla_arapiles/batalla_arapiles_2396.wav|Ellos no tienen artilleria de sitio... El ejercito aliado es un ejercito pour rire...|Ellos no tienen artilleria de sitio... El ejercito aliado es un ejercito pour rire...|6.53
batalla_arapiles/batalla_arapiles_2397.wav|-¡Pobrecitos! -exclamo el viejo cuyo nombre era Bartolome Canencia-.|-¡Pobrecitos! -exclamo el viejo cuyo nombre era Bartolome Canencia-.|4.81
batalla_arapiles/batalla_arapiles_2398.wav|Cuando uno piensa que van a morir tantos hombres... que se va a derramar tanta sangre... -Senor filosofo -indico el frances-|Cuando uno piensa que van a morir tantos hombres... que se va a derramar tanta sangre... -Senor filosofo -indico el frances-|8.22
batalla_arapiles/batalla_arapiles_2399.wav|porque ellos lo quieren... Convenced a los espanoles de que deben someterse... -Descanse usted un momento amigo Cerizy.|porque ellos lo quieren... Convenced a los espanoles de que deben someterse... -Descanse usted un momento amigo Cerizy.|8.33
batalla_arapiles/batalla_arapiles_2400.wav|-No puedo detenerme... Han herido a un sargento de dragones en esta calle... -Alguna disputa...|-No puedo detenerme... Han herido a un sargento de dragones en esta calle... -Alguna disputa...|6.44
batalla_arapiles/batalla_arapiles_2401.wav|-No se sabe... los asesinos han huido... Dicen que son espias. -¡Espias de los ingleses!... Si Salamanca esta llena de espias.|-No se sabe... los asesinos han huido... Dicen que son espias. -¡Espias de los ingleses!... Si Salamanca esta llena de espias.|8.5
batalla_arapiles/batalla_arapiles_2402.wav|-Han dicho que un espanol y una inglesa... o no se si un ingles acompanado de una espanola...|-Han dicho que un espanol y una inglesa... o no se si un ingles acompanado de una espanola...|5.07
batalla_arapiles/batalla_arapiles_2403.wav|Pero no puedo detenerme. Se me mando registrar las casas... Decidme: ¿no hay logia esta noche? -¿Logia? Si nos marchamos...|Pero no puedo detenerme. Se me mando registrar las casas... Decidme: ¿no hay logia esta noche? -¿Logia? Si nos marchamos...|8.21
batalla_arapiles/batalla_arapiles_2404.wav|-¿Se marchan? -dijo el frances-. Y yo que estaba concluyendo a toda prisa mi Memoria sobre las distintasformas de la tirania.|-¿Se marchan? -dijo el frances-. Y yo que estaba concluyendo a toda prisa mi Memoria sobre las distintasformas de la tirania.|7.63
batalla_arapiles/batalla_arapiles_2405.wav|-Leasela usted a si propio -indico el filosofo Canencia-.|-Leasela usted a si propio -indico el filosofo Canencia-.|3.85
batalla_arapiles/batalla_arapiles_2406.wav|Lo mismo me pasara a mi con mi Tratado de la libertad individual y mi traduccion de Diderot. -¿Y por que es esa marcha?|Lo mismo me pasara a mi con mi Tratado de la libertad individual y mi traduccion de Diderot. -¿Y por que es esa marcha?|8.94
batalla_arapiles/batalla_arapiles_2407.wav|-Porque los ingleses entraran en Salamanca -dijo Santorcaz- y no queremos que nos cojan aqui.|-Porque los ingleses entraran en Salamanca -dijo Santorcaz- y no queremos que nos cojan aqui.|6.34
batalla_arapiles/batalla_arapiles_2408.wav|-Yo no daria dos cuartos por lo que me quedara de pescuezo despues de entrar los aliados -advirtio el mas joven y mas vivaracho de todos.|-Yo no daria dos cuartos por lo que me quedara de pescuezo despues de entrar los aliados -advirtio el mas joven y mas vivaracho de todos.|8.23
batalla_arapiles/batalla_arapiles_2409.wav|-Los ingleses no entraran en Salamanca senores -afirmo con petulancia el oficial.|-Los ingleses no entraran en Salamanca senores -afirmo con petulancia el oficial.|5.26
batalla_arapiles/batalla_arapiles_2410.wav|Santorcaz movio la cabeza con triste expresion dubitativa.|Santorcaz movio la cabeza con triste expresion dubitativa.|4.9
batalla_arapiles/batalla_arapiles_2411.wav|-Y pues asi echan ustedes a correr desde que nos hallamos comprometidos Senora Santorcaz|-Y pues asi echan ustedes a correr desde que nos hallamos comprometidos Senora Santorcaz|5.49
batalla_arapiles/batalla_arapiles_2412.wav|-anadio Cerizy con la misma petulancia y cierto tonillo reprensivo-|-anadio Cerizy con la misma petulancia y cierto tonillo reprensivo-|4.52
batalla_arapiles/batalla_arapiles_2413.wav|sepan que en el cuartel general de Marmont no estaran los masones tan seguros como aqui. -¿Que no?|sepan que en el cuartel general de Marmont no estaran los masones tan seguros como aqui. -¿Que no?|7.16
batalla_arapiles/batalla_arapiles_2414.wav|-No: porque no son del agrado del general en jefe que nunca fue aficionado a sociedades secretas.|-No: porque no son del agrado del general en jefe que nunca fue aficionado a sociedades secretas.|5.97
batalla_arapiles/batalla_arapiles_2415.wav|Las ha tolerado porque era preciso alentar a los espanoles que no seguian la causa insurgente pero ya sabe usted que Marmont es algobigot. -Si...|Las ha tolerado porque era preciso alentar a los espanoles que no seguian la causa insurgente pero ya sabe usted que Marmont es algobigot. -Si...|9.87
batalla_arapiles/batalla_arapiles_2416.wav|-Pero lo que no sabe usted es que han venido ordenes apremiantes de Madrid|-Pero lo que no sabe usted es que han venido ordenes apremiantes de Madrid|3.79
batalla_arapiles/batalla_arapiles_2417.wav|para separar la causa francesa de todo lo que trascienda a masoneria ateismo irreligiosidad y filosofia.|para separar la causa francesa de todo lo que trascienda a masoneria ateismo irreligiosidad y filosofia.|8.28
batalla_arapiles/batalla_arapiles_2418.wav|-Lo esperaba porque Jose es tambien algo... -Bigot... Conque buen viaje y no fiar mucho del general en jefe. –|-Lo esperaba porque Jose es tambien algo... -Bigot... Conque buen viaje y no fiar mucho del general en jefe.|9.31
batalla_arapiles/batalla_arapiles_2419.wav|Como no pienso parar hasta Francia mi querido senor Cerizy... -dijo Santorcaz- estoy sin cuidado.|Como no pienso parar hasta Francia mi querido senor Cerizy... -dijo Santorcaz- estoy sin cuidado.|6.73
batalla_arapiles/batalla_arapiles_2420.wav|-No se puede vivir en esta abominable nacion -afirmo el viejo filosofo-.|-No se puede vivir en esta abominable nacion -afirmo el viejo filosofo-.|4.51
batalla_arapiles/batalla_arapiles_2421.wav|En Paris o en Burdeos publicare mi Tratado de la libertad individual y mi traduccion de Diderot. -Buenas noches senor Santorcaz senores todos.|En Paris o en Burdeos publicare mi Tratado de la libertad individual y mi traduccion de Diderot. -Buenas noches senor Santorcaz senores todos.|9.77
batalla_arapiles/batalla_arapiles_2422.wav|Buenas noches y buena suerte contra el lord senor Cerizy. -Nos veremos en Francia -dijo el frances al retirarse-. Que lastima de logia... Marchaba tan bien...|Buenas noches y buena suerte contra el lord senor Cerizy. -Nos veremos en Francia -dijo el frances al retirarse-. Que lastima de logia... Marchaba tan bien...|9.59
batalla_arapiles/batalla_arapiles_2423.wav|Senora Canencia siento que no conozca usted miMemoria sobre las tiranias.|Senora Canencia siento que no conozca usted miMemoria sobre las tiranias.|7.1
batalla_arapiles/batalla_arapiles_2424.wav|Cuando el jefe de la ronda bajaba la escalera sacome de mi escondite Santorcaz y presentandome a sus amigos dijo con sorna:|Cuando el jefe de la ronda bajaba la escalera sacome de mi escondite Santorcaz y presentandome a sus amigos dijo con sorna:|7.41
batalla_arapiles/batalla_arapiles_2425.wav|-Senores presento a ustedes un espia de los ingleses. No le conteste una palabra.|-Senores presento a ustedes un espia de los ingleses. No le conteste una palabra.|6.99
batalla_arapiles/batalla_arapiles_2426.wav|-Bien se conoce amiguito... pero no reniremos -anadio el mason ofreciendome una silla y poniendome delante una copa que lleno-. Bebe. -Yo no bebo.|-Bien se conoce amiguito... pero no reniremos -anadio el mason ofreciendome una silla y poniendome delante una copa que lleno-. Bebe. -Yo no bebo.|9.95
batalla_arapiles/batalla_arapiles_2427.wav|-Amigo Ciruelo -dijo Don Luis al mas joven de los presentes- te quedaras en Salamanca hasta manana porque en lugar tuyo va a salir este joven.|-Amigo Ciruelo -dijo Don Luis al mas joven de los presentes- te quedaras en Salamanca hasta manana porque en lugar tuyo va a salir este joven.|9.06
batalla_arapiles/batalla_arapiles_2428.wav|-Si eso es -objeto Ciruelo mirandome con enojo-. Y si vienen los aliados y me ahorcan... Yo no soy espia de los ingleses.|-Si eso es -objeto Ciruelo mirandome con enojo-. Y si vienen los aliados y me ahorcan... Yo no soy espia de los ingleses.|8.94
batalla_arapiles/batalla_arapiles_2429.wav|-¡Ingleses franceses!... -exclamo el filosofo Canencia en tono sibilitico-... hombres que se disputan el terreno no las ideas...|-¡Ingleses franceses!... -exclamo el filosofo Canencia en tono sibilitico-... hombres que se disputan el terreno no las ideas...|8.1
batalla_arapiles/batalla_arapiles_2430.wav|¿Que me importa cambiar de tiranos? A los que como yo combaten por la filosofia por los grandes principios de Voltaire y Rousseau|¿Que me importa cambiar de tiranos? A los que como yo combaten por la filosofia por los grandes principios de Voltaire y Rousseau|8.13
batalla_arapiles/batalla_arapiles_2431.wav|lo mismo les importa que reinen en Espana las casacas rojas o los capotes azules.|lo mismo les importa que reinen en Espana las casacas rojas o los capotes azules.|6.11
batalla_arapiles/batalla_arapiles_2432.wav|-¿Y usted que piensa? -me dijo Monsalud observandome con curiosidad-. ¿Entraran los aliados en Salamanca?|-¿Y usted que piensa? -me dijo Monsalud observandome con curiosidad-. ¿Entraran los aliados en Salamanca?|7.22
batalla_arapiles/batalla_arapiles_2433.wav|-Si senor entraremos -conteste con aplomo. -Entraremos... luego usted pertenece al ejercito aliado. -Al ejercito aliado pertenezco.|-Si senor entraremos -conteste con aplomo. -Entraremos... luego usted pertenece al ejercito aliado. -Al ejercito aliado pertenezco.|9.0
batalla_arapiles/batalla_arapiles_2434.wav|-¿Y como esta usted aqui? -me pregunto con ademan y tono de la mayor fiereza otro de los presentes que era hombre mas fuerte y robusto que un toro.|-¿Y como esta usted aqui? -me pregunto con ademan y tono de la mayor fiereza otro de los presentes que era hombre mas fuerte y robusto que un toro.|8.28
batalla_arapiles/batalla_arapiles_2435.wav|-Estoy aqui porque he venido. Necesitaba hacer grandes esfuerzos para sofocar mi indignacion. -Este joven se burla de nosotros -dijo Ciruelo.|-Estoy aqui porque he venido. Necesitaba hacer grandes esfuerzos para sofocar mi indignacion. -Este joven se burla de nosotros -dijo Ciruelo.|9.46
batalla_arapiles/batalla_arapiles_2436.wav|-Pues yo sostengo que los aliados no entraran en Salamanca -anadio Monsalud-. No traen artilleria de sitio. -La traeran...|-Pues yo sostengo que los aliados no entraran en Salamanca -anadio Monsalud-. No traen artilleria de sitio. -La traeran...|7.96
batalla_arapiles/batalla_arapiles_2437.wav|-Ignoran con que clase de fortificaciones tienen que haberselas. -El duque de Ciudad-Rodrigo no ignora nada. -Bueno que entren -dijo Santorcaz-.|-Ignoran con que clase de fortificaciones tienen que haberselas. -El duque de Ciudad-Rodrigo no ignora nada. -Bueno que entren -dijo Santorcaz-.|9.45
batalla_arapiles/batalla_arapiles_2438.wav|Puesto que Marmont nos abandona... -Lo que yo digo -indico el filosofo- casacas rojas o casacas azules... ¿que mas da?|Puesto que Marmont nos abandona... -Lo que yo digo -indico el filosofo- casacas rojas o casacas azules... ¿que mas da?|9.12
batalla_arapiles/batalla_arapiles_2439.wav|-Pero es indigno que favorezcamos a los espias de Wellington -exclamo con ira el barbaro Monsalud levantandose de su asiento. Yo decia para mi:|-Pero es indigno que favorezcamos a los espias de Wellington -exclamo con ira el barbaro Monsalud levantandose de su asiento. Yo decia para mi:|9.15
batalla_arapiles/batalla_arapiles_2440.wav|-No habra en esta maldita casa un agujero por donde escapar solo con ella. -Sientate y calla Monsalud -dijo Santorcaz-.|-No habra en esta maldita casa un agujero por donde escapar solo con ella. -Sientate y calla Monsalud -dijo Santorcaz-.|8.19
batalla_arapiles/batalla_arapiles_2441.wav|A mi me importa poco que Narices entre o no en Salamanca. Ponga yo el pie en mi querida Francia... Aqui no se puede vivir.|A mi me importa poco que Narices entre o no en Salamanca. Ponga yo el pie en mi querida Francia... Aqui no se puede vivir.|8.38
batalla_arapiles/batalla_arapiles_2442.wav|-Si siguieran los franceses mi parecer -dijo el joven Ciruelo con la expresion propia de quien esta seguro de manifestar una gran idea-|-Si siguieran los franceses mi parecer -dijo el joven Ciruelo con la expresion propia de quien esta seguro de manifestar una gran idea-|7.69
batalla_arapiles/batalla_arapiles_2443.wav|antes de entregar esta ciudad historica a los aliados la volarian. Basta poner seis quintales de polvora en la catedral otros seis en la Universidad|antes de entregar esta ciudad historica a los aliados la volarian. Basta poner seis quintales de polvora en la catedral otros seis en la Universidad|9.43
batalla_arapiles/batalla_arapiles_2444.wav|igual dosis en los Estudios Menores en la Compania en San Esteban en Santo Tomas y en todos los grandes edificios...|igual dosis en los Estudios Menores en la Compania en San Esteban en Santo Tomas y en todos los grandes edificios...|7.91
batalla_arapiles/batalla_arapiles_2445.wav|Vienen los aliados ¿quieren entrar? ¡fuego! ¡Que hermoso monton de ruinas!|Vienen los aliados ¿quieren entrar? ¡fuego! ¡Que hermoso monton de ruinas!|5.43
batalla_arapiles/batalla_arapiles_2446.wav|Asi se consiguen dos objetos acabar con ellos y destruir uno de los mas terribles testimonios de la tirania barbarie y fanatismo de esos ominosos tiempos senores...|Asi se consiguen dos objetos acabar con ellos y destruir uno de los mas terribles testimonios de la tirania barbarie y fanatismo de esos ominosos tiempos senores...|12.38
batalla_arapiles/batalla_arapiles_2447.wav|-Orador Ciruelo tu haras revoluciones -dijo Canencia con majestuosa petulancia.|-Orador Ciruelo tu haras revoluciones -dijo Canencia con majestuosa petulancia.|5.85
batalla_arapiles/batalla_arapiles_2448.wav|-Lo que yo afirmo -gruno Monsalud- es que venzan o no los aliados no me marchare de Espana. -Ni yo -mugio el toro.|-Lo que yo afirmo -gruno Monsalud- es que venzan o no los aliados no me marchare de Espana. -Ni yo -mugio el toro.|8.72
batalla_arapiles/batalla_arapiles_2449.wav|-Prefiero volverme con los insurgentes -dijo el quinto personaje que hasta entonces no habia desplegado los bozales labios.|-Prefiero volverme con los insurgentes -dijo el quinto personaje que hasta entonces no habia desplegado los bozales labios.|7.25
batalla_arapiles/batalla_arapiles_2450.wav|-Yo me voy para siempre de Espana -afirmo Santorcaz-. Veo malparada aqui la causa francesa. Antes de dos anos Fernando Septimo volvera a Madrid|-Yo me voy para siempre de Espana -afirmo Santorcaz-. Veo malparada aqui la causa francesa. Antes de dos anos Fernando Septimo volvera a Madrid|9.53
batalla_arapiles/batalla_arapiles_2451.wav|-¡Locura necedad! -Si esta campana termina mal para los franceses como creo... -¿Mal? ¿Por que? -Marmont no tiene fuerzas.|-¡Locura necedad! -Si esta campana termina mal para los franceses como creo... -¿Mal? ¿Por que? -Marmont no tiene fuerzas.|8.87
batalla_arapiles/batalla_arapiles_2452.wav|-Se las enviaran. Viene en su auxilio el rey Jose con tropas de Castilla la Nueva.|-Se las enviaran. Viene en su auxilio el rey Jose con tropas de Castilla la Nueva.|5.05
batalla_arapiles/batalla_arapiles_2453.wav|-Y la division Esteve que esta en Segovia. -Y el ejercito de Bonnet viene cerca ya. -Y tambien Cafarelli con el ejercito del Norte.|-Y la division Esteve que esta en Segovia. -Y el ejercito de Bonnet viene cerca ya. -Y tambien Cafarelli con el ejercito del Norte.|8.3
batalla_arapiles/batalla_arapiles_2454.wav|-Todavia no ha venido -dijo Santorcaz con tristeza-. Bien si vienen esas tropas y ponen los franceses toda la carne en el asador... -Venceran.|-Todavia no ha venido -dijo Santorcaz con tristeza-. Bien si vienen esas tropas y ponen los franceses toda la carne en el asador... -Venceran.|9.58
batalla_arapiles/batalla_arapiles_2455.wav|-¿Que crees tu Araceli?|-¿Que crees tu Araceli?|2.33
batalla_arapiles/batalla_arapiles_2456.wav|-Que Marmont Bonnet Esteve Cafarelli y el rey Jose no hallaran tierra por donde correr si tropiezan con los aliados -dije con gran aplomo.|-Que Marmont Bonnet Esteve Cafarelli y el rey Jose no hallaran tierra por donde correr si tropiezan con los aliados -dije con gran aplomo.|9.15
batalla_arapiles/batalla_arapiles_2457.wav|-Lo veremos caballero. -Eso es lo veran ustedes -repuse-. Lo veremos todos.|-Lo veremos caballero. -Eso es lo veran ustedes -repuse-. Lo veremos todos.|5.67
batalla_arapiles/batalla_arapiles_2458.wav|¿Saben ustedes bien lo que es el ejercito aliado que ha tomado a Ciudad-Rodrigo y Badajoz?|¿Saben ustedes bien lo que es el ejercito aliado que ha tomado a Ciudad-Rodrigo y Badajoz?|5.36
batalla_arapiles/batalla_arapiles_2459.wav|¿Saben ustedes lo que son esos batallones portugueses y espanoles esa caballeria inglesa?...|¿Saben ustedes lo que son esos batallones portugueses y espanoles esa caballeria inglesa?...|5.91
batalla_arapiles/batalla_arapiles_2460.wav|Figurense ustedes una fuerza inmensa una disciplina admirable un entusiasmo loco y tendran idea de esa ola que viene y que todo lo arrollara y destruira a su paso.|Figurense ustedes una fuerza inmensa una disciplina admirable un entusiasmo loco y tendran idea de esa ola que viene y que todo lo arrollara y destruira a su paso.|11.9
batalla_arapiles/batalla_arapiles_2461.wav|Los seis hombres me miraban absortos. -Supongamos que los franceses son derrotados ¿que hara entonces el Emperador?|Los seis hombres me miraban absortos. -Supongamos que los franceses son derrotados ¿que hara entonces el Emperador?|8.56
batalla_arapiles/batalla_arapiles_2462.wav|-Enviar mas tropas. -No puede ser. ¿Y la campana de Rusia? -Que va muy mal segun dicen -indique yo.|-Enviar mas tropas. -No puede ser. ¿Y la campana de Rusia? -Que va muy mal segun dicen -indique yo.|7.38
batalla_arapiles/batalla_arapiles_2463.wav|-No va sino muy bien caballero -exclamo Monsalud con gesto amenazador.|-No va sino muy bien caballero -exclamo Monsalud con gesto amenazador.|4.8
batalla_arapiles/batalla_arapiles_2464.wav|-Las ultimas noticias -dijo el quinto personaje que tenia facha de militar y era hombre fuerte membrudo imponente de mirar atravesado y antipatica catadura- son estas...|-Las ultimas noticias -dijo el quinto personaje que tenia facha de militar y era hombre fuerte membrudo imponente de mirar atravesado y antipatica catadura- son estas...|9.86
batalla_arapiles/batalla_arapiles_2465.wav|Acabo de leerlas en el papel que nos han mandado de Madrid El Emperador es esperado en Varsovia. El primer cuerpo va sobre Piegel|Acabo de leerlas en el papel que nos han mandado de Madrid El Emperador es esperado en Varsovia. El primer cuerpo va sobre Piegel|7.73
batalla_arapiles/batalla_arapiles_2466.wav|el mariscal duque de Regio que manda el segundo esta en Wehlan el mariscal duque de Elchingen en Soldass|el mariscal duque de Regio que manda el segundo esta en Wehlan el mariscal duque de Elchingen en Soldass|8.06
batalla_arapiles/batalla_arapiles_2467.wav|el rey de Westphalia en Varsovia... -Eso esta muy lejos y no nos importa nada -dijo Santorcaz con disgusto-.|el rey de Westphalia en Varsovia... -Eso esta muy lejos y no nos importa nada -dijo Santorcaz con disgusto-.|7.79
batalla_arapiles/batalla_arapiles_2468.wav|Por bien que salga el Emperador de esa campana temeraria no podra en mucho tiempo mandar tropas a Espana...|Por bien que salga el Emperador de esa campana temeraria no podra en mucho tiempo mandar tropas a Espana...|6.18
batalla_arapiles/batalla_arapiles_2469.wav|y parece que Soult anda muy apretado en Andalucia y Suchet en Valencia. -Todo lo ves negro -grito con enojo Monsalud|y parece que Soult anda muy apretado en Andalucia y Suchet en Valencia. -Todo lo ves negro -grito con enojo Monsalud|8.73
batalla_arapiles/batalla_arapiles_2470.wav|-Veo la guerra del color que tiene ahora... De modo que a Francia me voy y salga el sol por Antequera. -Triste cosa es vivir de esta manera -dijo el filosofo-.|-Veo la guerra del color que tiene ahora... De modo que a Francia me voy y salga el sol por Antequera. -Triste cosa es vivir de esta manera -dijo el filosofo-.|9.39
batalla_arapiles/batalla_arapiles_2471.wav|Somos ganado trashumante. Verdad es que no pasamos por punto alguno sin dejar la semilla del Contrato social que germinara pronto poblando el suelo de verdaderos ciudadanos...|Somos ganado trashumante. Verdad es que no pasamos por punto alguno sin dejar la semilla del Contrato social que germinara pronto poblando el suelo de verdaderos ciudadanos...|10.32
batalla_arapiles/batalla_arapiles_2472.wav|Y es ademas de triste vergonzoso vernos obligados a pasar por comicos de la legua.|Y es ademas de triste vergonzoso vernos obligados a pasar por comicos de la legua.|5.72
batalla_arapiles/batalla_arapiles_2473.wav|-Yo no me vestire mas de payaso aunque me aspen -declaro Monsalud|-Yo no me vestire mas de payaso aunque me aspen -declaro Monsalud|4.59
batalla_arapiles/batalla_arapiles_2474.wav|-Y yo antes de dejarme descuartizar por afrancesado me volvere con los insurgentes -indico el que tenia figura y corpulencia de salvaje toro.|-Y yo antes de dejarme descuartizar por afrancesado me volvere con los insurgentes -indico el que tenia figura y corpulencia de salvaje toro.|9.91
batalla_arapiles/batalla_arapiles_2475.wav|-Nada perdemos con adoptar nuestro disfraz -dijo Don Luis-.|-Nada perdemos con adoptar nuestro disfraz -dijo Don Luis-.|3.51
batalla_arapiles/batalla_arapiles_2476.wav|Con que se vista uno y nos siga el carro lleno de trebejos bastara para que no nos hagan dano en esos feroces pueblos... Conque en marcha senores.|Con que se vista uno y nos siga el carro lleno de trebejos bastara para que no nos hagan dano en esos feroces pueblos... Conque en marcha senores.|8.68
batalla_arapiles/batalla_arapiles_2477.wav|Araceli dame tus armas porque nosotros no llevamos ninguna... En caso contrario no me expondre a sacarte.|Araceli dame tus armas porque nosotros no llevamos ninguna... En caso contrario no me expondre a sacarte.|7.85
batalla_arapiles/batalla_arapiles_2478.wav|Se las di disimulando la rabia que llenaba mi alma y al punto empezaron los preparativos de marcha.|Se las di disimulando la rabia que llenaba mi alma y al punto empezaron los preparativos de marcha.|6.52
batalla_arapiles/batalla_arapiles_2479.wav|Unos corrian a cerrar sus breves maletas mas llenas de papeles que de ropas.|Unos corrian a cerrar sus breves maletas mas llenas de papeles que de ropas.|4.92
batalla_arapiles/batalla_arapiles_2480.wav|Arreglo Ramoncilla el equipaje de su amo y no tardaron en atronar las casas los ruidos que caballerias y carros hacian en el patio.|Arreglo Ramoncilla el equipaje de su amo y no tardaron en atronar las casas los ruidos que caballerias y carros hacian en el patio.|8.03
batalla_arapiles/batalla_arapiles_2481.wav|Cuando pase a la habitacion donde estaban Ines y miss Fly sorprendiome hallarlas en conversacion tirada aunque no cordial al parecer|Cuando pase a la habitacion donde estaban Ines y miss Fly sorprendiome hallarlas en conversacion tirada aunque no cordial al parecer|7.41
batalla_arapiles/batalla_arapiles_2482.wav|y en el semblante de la primera adverti un hechicero mohin ironico mezclado de tristeza profunda.|y en el semblante de la primera adverti un hechicero mohin ironico mezclado de tristeza profunda.|6.55
batalla_arapiles/batalla_arapiles_2483.wav|Yo ocultaba y reprimia en el fondo de mi pecho una tempestad de indignacion de zozobra.|Yo ocultaba y reprimia en el fondo de mi pecho una tempestad de indignacion de zozobra.|6.08
batalla_arapiles/batalla_arapiles_2484.wav|Aun alli rodeado de tan diversa gente miraba con angustia a todos los rincones ansiando descubrir alguna brecha algun resquicio por donde escapar solo con ella.|Aun alli rodeado de tan diversa gente miraba con angustia a todos los rincones ansiando descubrir alguna brecha algun resquicio por donde escapar solo con ella.|10.77
batalla_arapiles/batalla_arapiles_2485.wav|Creiame capaz de las hazanas que sonaba el alto espiritu de miss Fly. Pero no habia medio humano de realizar mi pensamiento.|Creiame capaz de las hazanas que sonaba el alto espiritu de miss Fly. Pero no habia medio humano de realizar mi pensamiento.|7.54
batalla_arapiles/batalla_arapiles_2486.wav|Estaba en poder de Santorcaz como si dijeramos en poder del demonio.|Estaba en poder de Santorcaz como si dijeramos en poder del demonio.|4.71
batalla_arapiles/batalla_arapiles_2487.wav|Trate de acercarme a Ines para hablarla a solas un momento con esperanzas de hallar en ella un amoroso complice de mi deseo|Trate de acercarme a Ines para hablarla a solas un momento con esperanzas de hallar en ella un amoroso complice de mi deseo|7.13
batalla_arapiles/batalla_arapiles_2488.wav|pero Santorcaz con claro designio y miss Fly quizas sin intencion me lo impidieron.|pero Santorcaz con claro designio y miss Fly quizas sin intencion me lo impidieron.|6.8
batalla_arapiles/batalla_arapiles_2489.wav|Ines misma parecia tener empeno en no honrarme con una sola mirada de sus amantes ojos.|Ines misma parecia tener empeno en no honrarme con una sola mirada de sus amantes ojos.|5.99
